"","DatasetID","ObservationID","LastName","FirstName","Dataset","SpeciesName","AccSpeciesID","AccSpeciesName","ObsDataID","TraitID","TraitName","DataID","DataName","OriglName","OrigValueStr","OrigUnitStr","ValueKindName","OrigUncertaintyStr","UncertaintyName","Replicates","StdValue","UnitName","RelUncertaintyPercent","OrigObsDataID","ErrorRisk","Reference","Comment","StdValueStr","X","%nitrogen","%carbon","lat","long"
"681",412,3061328,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32412547,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.413","%","Single",NA,"","",14.13,"mg/g",NA,NA,1.19312,"unpub.","%","",NA,14.13,446.54,45.4166666666667,-93.1666666666667
"682",412,3064733,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",32682523,NA,"",59,"Latitude","Lat","46.17","","",NA,"","",46.17,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,34.83764,NA,46.17,-92.87
"683",412,3064733,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",32682524,NA,"",60,"Longitude","Long","-92.87","","",NA,"","",-92.87,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,34.83764,NA,46.17,-92.87
"684",412,3064733,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",32682569,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","3.483764","%","Single",25.61,"","",34.83764,"mg/g",NA,NA,3.28014,"unpub.","%","",NA,34.83764,NA,46.17,-92.87
"685",412,3064748,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32683695,NA,"",59,"Latitude","Lat","46.17","","",NA,"","",46.17,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,22.70756,NA,46.17,-92.87
"686",412,3064748,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32683696,NA,"",60,"Longitude","Long","-92.87","","",NA,"","",-92.87,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,22.70756,NA,46.17,-92.87
"687",412,3064748,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32683739,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","2.270756","%","Single",20.273,"","",22.70756,"mg/g",NA,NA,3.83216,"unpub.","%","",NA,22.70756,NA,46.17,-92.87
"688",412,3064750,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32683850,NA,"",59,"Latitude","Lat","46.17","","",NA,"","",46.17,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,24.39706,NA,46.17,-92.87
"689",412,3064750,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32683851,NA,"",60,"Longitude","Long","-92.87","","",NA,"","",-92.87,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,24.39706,NA,46.17,-92.87
"690",412,3064750,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32683894,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","2.439706","%","Single",26.295,"","",24.39706,"mg/g",NA,NA,4.45278,"unpub.","%","",NA,24.39706,NA,46.17,-92.87
"691",412,3064765,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",32685028,NA,"",59,"Latitude","Lat","46.17","","",NA,"","",46.17,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,37.8298,NA,46.17,-92.87
"692",412,3064765,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",32685029,NA,"",60,"Longitude","Long","-92.87","","",NA,"","",-92.87,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,37.8298,NA,46.17,-92.87
"693",412,3064765,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",32685074,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","3.78298","%","Single",28.869,"","",37.8298,"mg/g",NA,NA,3.77192,"unpub.","%","",NA,37.8298,NA,46.17,-92.87
"694",412,3064780,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32686200,NA,"",59,"Latitude","Lat","46.17","","",NA,"","",46.17,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,29.21657,NA,46.17,-92.87
"695",412,3064780,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32686201,NA,"",60,"Longitude","Long","-92.87","","",NA,"","",-92.87,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,29.21657,NA,46.17,-92.87
"696",412,3064780,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",32686244,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","2.921657","%","Single",38.219,"","",29.21657,"mg/g",NA,NA,5.3364,"unpub.","%","",NA,29.21657,NA,46.17,-92.87
"697",412,3064782,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32686355,NA,"",59,"Latitude","Lat","46.17","","",NA,"","",46.17,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,32.70448,NA,46.17,-92.87
"698",412,3064782,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32686356,NA,"",60,"Longitude","Long","-92.87","","",NA,"","",-92.87,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,32.70448,NA,46.17,-92.87
"699",412,3064782,"Sheremetev","Serge","The Global Leaf Traits","Sorghastrum nutans",51135,"Sorghastrum nutans",32686399,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","3.270448","%","Single",54.7445,"","",32.70448,"mg/g",NA,NA,6.20178,"unpub.","%","",NA,32.70448,NA,46.17,-92.87
"700",412,3080900,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33866031,NA,"",59,"Latitude","Lat","43.19935","","",NA,"","",43.19935,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,10.1,NA,43.19935,-90.059033
"701",412,3080900,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33866032,NA,"",60,"Longitude","Long","-90.059033","","",NA,"","",-90.059033,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,10.1,NA,43.19935,-90.059033
"702",412,3080900,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33866073,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.01","%","Single",NA,"","",10.1,"mg/g",NA,685172,2.02493,"unpub.","%","",NA,10.1,NA,43.19935,-90.059033
"703",412,3081756,"Sheremetev","Serge","The Global Leaf Traits","Salsola sp",48050,"Salsola sp",33928881,NA,"",59,"Latitude","Lat","-29.516425","","",NA,"","",-29.516425,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,22.4,NA,-29.516425,21.9643382
"704",412,3081756,"Sheremetev","Serge","The Global Leaf Traits","Salsola sp",48050,"Salsola sp",33928882,NA,"",60,"Longitude","Long","21.9643382","","",NA,"","",21.9643382,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,22.4,NA,-29.516425,21.9643382
"705",412,3081756,"Sheremetev","Serge","The Global Leaf Traits","Salsola sp",48050,"Salsola sp",33928928,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","2.24","%","Single",NA,"","",22.4,"mg/g",NA,706838,0.684063,"unpub.","%","",NA,22.4,NA,-29.516425,21.9643382
"706",412,3081993,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947145,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,11.31368587,NA,45.4166667,-93.166667
"707",412,3081993,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947146,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,11.31368587,NA,45.4166667,-93.166667
"708",412,3081993,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947188,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.131368587","%","Single",NA,"","",11.31368587,"mg/g",NA,712382,3.43231,"unpub.","%","",NA,11.31368587,NA,45.4166667,-93.166667
"709",412,3081994,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947217,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,11.64577104,NA,45.4166667,-93.166667
"710",412,3081994,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947218,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,11.64577104,NA,45.4166667,-93.166667
"711",412,3081994,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947260,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.164577104","%","Single",NA,"","",11.64577104,"mg/g",NA,712405,3.25965,"unpub.","%","",NA,11.64577104,NA,45.4166667,-93.166667
"712",412,3081995,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947289,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,12.44067215,NA,45.4166667,-93.166667
"713",412,3081995,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947290,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,12.44067215,NA,45.4166667,-93.166667
"714",412,3081995,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947332,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.244067215","%","Single",NA,"","",12.44067215,"mg/g",NA,712428,2.86558,"unpub.","%","",NA,12.44067215,NA,45.4166667,-93.166667
"715",412,3081996,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947361,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.58461742,NA,45.4166667,-93.166667
"716",412,3081996,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947362,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.58461742,NA,45.4166667,-93.166667
"717",412,3081996,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947404,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.358461742","%","Single",NA,"","",13.58461742,"mg/g",NA,712451,2.34056,"unpub.","%","",NA,13.58461742,NA,45.4166667,-93.166667
"718",412,3081997,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947433,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.88925455,NA,45.4166667,-93.166667
"719",412,3081997,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947434,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.88925455,NA,45.4166667,-93.166667
"720",412,3081997,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947476,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.388925455","%","Single",NA,"","",13.88925455,"mg/g",NA,712474,2.2082,"unpub.","%","",NA,13.88925455,NA,45.4166667,-93.166667
"721",412,3081998,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947505,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,13.9144946,NA,45.4166667,-93.166667
"722",412,3081998,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947506,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,13.9144946,NA,45.4166667,-93.166667
"723",412,3081998,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947548,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.39144946","%","Single",NA,"","",13.9144946,"mg/g",NA,712474,2.2082,"unpub.","%","",NA,13.9144946,NA,45.4166667,-93.166667
"724",412,3081999,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947577,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,15.87086536,NA,45.4166667,-93.166667
"725",412,3081999,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947578,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,15.87086536,NA,45.4166667,-93.166667
"726",412,3081999,"Sheremetev","Serge","The Global Leaf Traits","Bouteloua gracilis",7911,"Bouteloua gracilis",33947620,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.587086536","%","Single",NA,"","",15.87086536,"mg/g",NA,712520,1.41221,"unpub.","%","",NA,15.87086536,NA,45.4166667,-93.166667
"727",412,3082059,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952046,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,10.32463665,NA,45.4166667,-93.166667
"728",412,3082059,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952047,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,10.32463665,NA,45.4166667,-93.166667
"729",412,3082059,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952087,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.032463665","%","Single",NA,"","",10.32463665,"mg/g",NA,713900,1.95627,"unpub.","%","",NA,10.32463665,NA,45.4166667,-93.166667
"730",412,3082060,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952116,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,10.5308914,NA,45.4166667,-93.166667
"731",412,3082060,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952117,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,10.5308914,NA,45.4166667,-93.166667
"732",412,3082060,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952157,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.05308914","%","Single",NA,"","",10.5308914,"mg/g",NA,713923,1.89454,"unpub.","%","",NA,10.5308914,NA,45.4166667,-93.166667
"733",412,3082061,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952186,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,10.6250242,NA,45.4166667,-93.166667
"734",412,3082061,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952187,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,10.6250242,NA,45.4166667,-93.166667
"735",412,3082061,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952227,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.06250242","%","Single",NA,"","",10.6250242,"mg/g",NA,713946,1.86676,"unpub.","%","",NA,10.6250242,NA,45.4166667,-93.166667
"736",412,3082062,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952256,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,10.83107864,NA,45.4166667,-93.166667
"737",412,3082062,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952257,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,10.83107864,NA,45.4166667,-93.166667
"738",412,3082062,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952297,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.083107864","%","Single",NA,"","",10.83107864,"mg/g",NA,713969,1.80681,"unpub.","%","",NA,10.83107864,NA,45.4166667,-93.166667
"739",412,3082063,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952326,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,11.07650906,NA,45.4166667,-93.166667
"740",412,3082063,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952327,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,11.07650906,NA,45.4166667,-93.166667
"741",412,3082063,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952367,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.107650906","%","Single",NA,"","",11.07650906,"mg/g",NA,713992,1.73688,"unpub.","%","",NA,11.07650906,NA,45.4166667,-93.166667
"742",412,3082064,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952396,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,11.07892715,NA,45.4166667,-93.166667
"743",412,3082064,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952397,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,11.07892715,NA,45.4166667,-93.166667
"744",412,3082064,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952437,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.107892715","%","Single",NA,"","",11.07892715,"mg/g",NA,713992,1.73688,"unpub.","%","",NA,11.07892715,NA,45.4166667,-93.166667
"745",412,3082065,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952466,NA,"",59,"Latitude","Lat","45.4166667","","",NA,"","",45.4166667,"",NA,NA,NA,"unpub.","Lat (dec. degr.)","",NA,11.36443925,NA,45.4166667,-93.166667
"746",412,3082065,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952467,NA,"",60,"Longitude","Long","-93.166667","","",NA,"","",-93.166667,"",NA,NA,NA,"unpub.","Long (dec.degr)","",NA,11.36443925,NA,45.4166667,-93.166667
"747",412,3082065,"Sheremetev","Serge","The Global Leaf Traits","Schizachyrium scoparium",48859,"Schizachyrium scoparium",33952507,14,"Leaf nitrogen (N) content per leaf dry mass",15,"Leaf nitrogen content per dry mass (Nmass)","N","1.136443925","%","Single",NA,"","",11.36443925,"mg/g",NA,714038,1.65679,"unpub.","%","",NA,11.36443925,NA,45.4166667,-93.166667
