,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
315,315,1687543844,15140,2023-06-23 14:10:43,14:10:43,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002673419,2.67341907,11.35921995,406.8291301,226.1690829,23.04053584,41.44492711,0.110003959,2.960007366,0.107782266,0.067559789,503.48351,32.22324752,31.25922857,4.578489891,50.17953289,2.134901261,4.254525976,2.44358863,-117.897781,-204.8128446,-15.47953679,165.2933476,12.181053,2.669919987,11.35921995,435.993577,417.9342909,0.793832704,65.21577168,2.67341907,17.81594056,20.95678303,-4.90E-06,100.4626318,0,0,1,0,53252,2861.856429,2347.580813,0.820299995,0.17592899,6,0.5,0: Broadleaf,2,TRUE,1687543836,406.8291429,422.7495,20.95648571,17.81979286,404.2258214,20.83195714,500.0109286,101.7731786,0.099878307,29.97577857,31.25922857,999.9,0,0,9997.391071,0,861.8207143,-15.92023929,415.5374643,430.4195,3.136698214,422.7495,17.81979286,2.132806429,1.813576071,18.46633571,15.90428214,2000.035714,0.980000357,0.01999935,0,2.032882143,0,13644.825,17338.53929,48.91042857,50.25,49.062,48.281,47.5755,1960.035714,40,0,1687543843,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-15.21134878,-24.14755192,3.169619953,0,3.134921707,0.03806676,0.003923854,1,1,2,1/2,3.11904,2.75641,0.091116,0.0963654,0.106384,0.0952097,26283.2,25988.3,29498.4,29070.7,36501.9,34665.3,45241.4,43238,1.70723,1.64067,-0.00727549,0,31.3569,999.9,44.9,52.5,61.9949,65.6395,16.258,1,1.22616,9.28105,19.9831,5.22747,11.992,4.9683,3.28948,9999,9999,9999,999.9,4.97276,1.87854,1.87679,1.87949,1.87591,1.87927,1.87654,1.87778,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.611,0.1246,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.4,21.1,1.14502,2.66968,1.39893,2.27173,1.44897,2.54028,56.2382,13.344,18,511.393,383.214,22.153,41.3403,29.9999,40.8079,40.807,23.0706,65.2004,0,18.9672,460.383,17.9315,97.6712,99.4171,,
316,316,1687543849,15145,2023-06-23 14:10:48,14:10:48,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002678398,2.678397852,12.16768871,409.28569,217.3367915,22.14082595,41.69530231,0.110339112,2.960138877,0.108104106,0.067762102,504.1798049,32.22305917,31.24912593,4.575858231,50.18940958,2.13496837,4.253822445,2.440889861,-118.1173453,-203.669076,-15.39142019,167.0019634,16.69846286,2.673035646,12.16768871,451.4565676,426.4934364,1.916928564,65.21577168,2.678397852,17.81372792,20.96023818,2.39E-05,100.4626318,0,0,1,0,53339,2865.814074,2350.827285,0.8203,0.175929,6,0.5,0: Broadleaf,2,TRUE,1687543841,409.2857037,430.6366667,20.95708519,17.81667037,406.6764444,20.83253704,500.0008148,101.7738148,0.099530211,29.9729,31.24912593,999.9,0,0,9998.074074,0,865.8148148,-21.3508963,418.0467778,438.4483333,3.140408148,430.6366667,17.81667037,2.132881111,1.813271852,18.4668963,15.90165556,1999.999259,0.979999889,0.019999807,0,1.986248148,0,13645.69259,17338.22963,48.90944444,50.25,49.062,48.25918519,47.56666667,1959.999259,40,0,1687543848,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-18.11516829,-54.00701603,5.947922602,0,3.137719268,0.043795401,0.004469237,1,1,2,1/2,3.1188,2.75612,0.092622,0.099041,0.106397,0.0952065,26239.8,25911.4,29498.6,29070.7,36501.8,34665.6,45241.9,43238.1,1.7073,1.64115,-0.00620261,0,31.3515,999.9,44.9,52.4,61.6841,65.7695,16.3542,1,1.22557,9.28105,19.9826,5.22642,11.992,4.9679,3.28915,9999,9999,9999,999.9,4.97275,1.87852,1.87674,1.87946,1.8759,1.87926,1.87653,1.87777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.631,0.1246,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.4,21.2,1.18164,2.66724,1.39893,2.27173,1.44897,2.55737,56.2382,13.344,18,511.422,383.482,22.1463,41.3372,29.9997,40.8048,40.804,23.7347,65.2004,0,18.9678,473.787,17.9057,97.6721,99.4172,,
317,317,1687543854,15150,2023-06-23 14:10:53,14:10:53,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.00268256,2.682559667,12.64141172,415.0332001,216.3674552,22.04207393,42.28081562,0.110557939,2.960831134,0.108314669,0.067894426,506.5554086,32.23257994,31.24627857,4.575116755,50.20237403,2.135180298,4.253146069,2.439936457,-118.3008813,-203.7040162,-15.39003448,169.1604767,22.18232724,2.676821611,12.64141172,468.3415867,439.0022182,2.637984525,65.21577168,2.682559667,17.81266086,20.96399333,2.20E-05,100.4626318,0,0,1,0,53294,2879.31725,2361.903942,0.820300001,0.175929001,6,0.5,0: Broadleaf,2,TRUE,1687543846,415.0332143,442.9845,20.95916786,17.81438214,412.4103571,20.83458929,500.012,101.7737857,0.099547818,29.97013214,31.24627857,999.9,0,0,10002.00179,0,879.32225,-27.95118214,423.91825,451.0190714,3.144782143,442.9845,17.81438214,2.133093571,1.813038214,18.46848214,15.89964643,1999.995,0.979999714,0.019999982,0,1.968489286,0,13648.25,17338.18214,48.90157143,50.25,49.062,48.25,47.562,1959.995,40,0,1687543854,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-24.24264878,-83.869177,8.367005852,0,3.142174634,0.054025923,0.005363685,1,1,2,1/2,3.11917,2.75582,0.0947316,0.101767,0.106411,0.0951983,26179.2,25833.1,29498.9,29070.8,36501.7,34666.3,45242.3,43238.3,1.70753,1.64067,-0.0060387,0,31.3474,999.9,44.9,52.4,61.6833,65.5095,16.234,1,1.22541,9.28105,19.9828,5.22792,11.992,4.96785,3.2895,9999,9999,9999,999.9,4.97276,1.87854,1.87681,1.87952,1.87592,1.87927,1.87659,1.87783,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.661,0.1247,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.5,21.3,1.2146,2.66724,1.39893,2.27173,1.44897,2.56714,56.2764,13.3352,18,511.538,383.182,22.1407,41.3332,29.9997,40.8009,40.8008,24.4589,65.2004,0,18.97,493.824,17.8964,97.673,99.4176,,
318,318,1687543859,15155,2023-06-23 14:10:58,14:10:58,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002683744,2.68374362,13.30780707,425.5536146,216.9067322,22.09707109,43.3526815,0.110589641,2.960289384,0.108344697,0.067913339,506.896981,32.23192735,31.24881481,4.575777209,50.21647139,2.13544511,4.252479418,2.440332099,-118.3530936,-204.5069617,-15.45351124,168.5834145,27.46637231,2.680449727,13.30780707,485.4681556,453.5583091,2.971651694,65.21577168,2.68374362,17.81167936,20.96447636,-4.02E-06,100.4626318,0,0,1,0,53207,2881.258741,2363.496551,0.820300002,0.175929004,6,0.5,0: Broadleaf,2,TRUE,1687543851,425.5536296,459.8797778,20.96171111,17.81280741,422.906037,20.83708889,500.0336296,101.7742963,0.099310248,29.9674037,31.24881481,999.9,0,0,9998.88,0,881.2731852,-34.32607037,434.664963,468.2200741,3.148895185,459.8797778,17.81280741,2.133363704,1.812887778,18.4705037,15.89835556,1999.985556,0.979999556,0.020000133,0,1.953474074,0,13656.0963,17338.10741,48.89107407,50.25,49.062,48.25,47.562,1959.985556,40,0,1687543858,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-29.01073659,-78.10350732,7.859717682,0,3.145713902,0.049694634,0.004946909,1,1,2,1/2,3.11905,2.75578,0.0971205,0.104492,0.106416,0.095202,26110.6,25755.3,29499.5,29071.4,36502.2,34666.9,45242.9,43239,1.7074,1.64102,-0.00585243,0,31.3438,999.9,44.9,52.4,61.683,65.4295,16.1979,1,1.22487,9.28105,19.9829,5.22897,11.992,4.96895,3.28968,9999,9999,9999,999.9,4.97275,1.87856,1.87682,1.87955,1.87592,1.87931,1.87662,1.87784,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.694,0.1246,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.6,21.4,1.25122,2.66235,1.39893,2.27173,1.44897,2.56958,56.2382,13.3352,18,511.438,383.37,22.1346,41.3288,29.9997,40.7967,40.7968,25.1146,65.2004,0,18.9727,507.201,17.8827,97.6747,99.4194,,
319,319,1687543864,15160,2023-06-23 14:11:03,14:11:03,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002686756,2.686755622,13.67635374,437.9204846,223.7412224,22.79332408,44.61253683,0.110742362,2.95853893,0.108489978,0.068004788,505.0205371,32.21880347,31.24776071,4.575502705,50.23021052,2.135703281,4.251830242,2.439799423,-118.4859229,-204.6417419,-15.4725616,166.4203107,30.25338282,2.683026708,13.67635374,502.5636932,469.1938364,3.163034797,65.21577168,2.686755622,17.81158257,20.96791212,1.41E-05,100.4626318,0,0,1,0,53248,2870.592929,2354.747376,0.820299999,0.175928998,6,0.5,0: Broadleaf,2,TRUE,1687543856,437.9205,475.6337857,20.96424643,17.81217143,435.2442143,20.83958929,500.0095,101.7742143,0.099386968,29.96474643,31.24776071,999.9,0,0,9988.967857,0,870.5854286,-37.71326786,447.2978214,484.2595357,3.152080357,475.6337857,17.81217143,2.133621429,1.812820714,18.47242857,15.89777857,2000.0075,0.979999714,0.019999986,0,1.956242857,0,13669.98214,17338.29643,48.88385714,50.2455,49.062,48.25,47.562,1960.0075,40,0,1687543864,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-35.32647561,-45.52492892,4.666046427,0,3.150039024,0.041870801,0.004220834,1,1,2,1/2,3.11871,2.75638,0.0996359,0.107132,0.106426,0.0952004,26037.8,25679.6,29499.5,29071.6,36502,34667.5,45242.9,43239.4,1.707,1.64145,-0.00604987,0,31.3413,999.9,44.9,52.4,61.6832,65.5895,16.5385,1,1.22453,9.28105,19.9828,5.22822,11.992,4.9688,3.28968,9999,9999,9999,999.9,4.97273,1.87855,1.87681,1.87955,1.87592,1.87929,1.87658,1.87781,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.729,0.1247,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.7,21.4,1.28296,2.66602,1.39893,2.27173,1.44897,2.56226,56.2382,13.3352,18,511.177,383.61,22.1297,41.3258,29.9997,40.7948,40.794,25.8288,65.2004,0,18.9741,527.236,17.8702,97.6747,99.4204,,
320,320,1687543869,15165,2023-06-23 14:11:08,14:11:08,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002688319,2.688319019,14.29887016,453.3804654,229.8780851,23.41864247,46.18776521,0.11087634,2.958309718,0.108618392,0.068085533,501.3085526,32.19040189,31.24323333,4.574323865,50.25520274,2.135965088,4.250236735,2.438358776,-118.5548687,-204.9443577,-15.49579649,162.3135297,32.11810576,2.685821784,14.29887016,519.635232,485.2218,3.216534086,65.21577168,2.688319019,17.81039408,20.96872303,2.54E-06,100.4626318,0,0,1,0,53309,2849.493667,2337.439645,0.820299997,0.175928993,6,0.5,0: Broadleaf,2,TRUE,1687543861,453.3804815,493.3835926,20.9666963,17.81127407,450.6687037,20.84198519,499.9981852,101.7747778,0.099406785,29.95822222,31.24323333,999.9,0,0,9987.614074,0,849.4710741,-40.00317407,463.089963,502.3307037,3.155417407,493.3835926,17.81127407,2.133881481,1.81274,18.47437037,15.89707037,2000.022593,0.979999778,0.019999922,0,1.949574074,0,13690.2037,17338.42593,48.87959259,50.24533333,49.062,48.25,47.562,1960.022593,40,0,1687543869,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-37.99460732,-29.49170801,3.019863205,0,3.152809024,0.037973519,0.003837537,1,1,2,1/2,3.11899,2.7566,0.102171,0.109741,0.106432,0.0951889,25965,25604.7,29500.1,29071.8,36502.7,34668.1,45243.9,43239.4,1.70732,1.64135,-0.00661239,0,31.337,999.9,44.9,52.4,61.6809,65.6595,16.238,1,1.22423,9.28105,19.9826,5.22807,11.992,4.9684,3.28953,9999,9999,9999,999.9,4.97275,1.87853,1.87678,1.87949,1.87591,1.87928,1.87658,1.8778,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.764,0.1247,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.8,21.5,1.31958,2.66846,1.39893,2.27173,1.44897,2.57324,56.2382,13.344,18,511.361,383.528,22.1247,41.3215,29.9998,40.7915,40.7898,26.4811,65.2004,0,18.9761,540.606,17.8578,97.6768,99.4207,,
321,321,1687543873,15169.5,2023-06-23 14:11:13,14:11:13,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.00269406,2.694059537,14.69374281,467.092465,238.0190041,24.24805921,47.58479596,0.111215027,2.959963559,0.108944657,0.068290534,500.5438513,32.17718864,31.23605556,4.572455456,50.27797377,2.136180421,4.248740076,2.436275035,-118.8080256,-204.8916709,-15.48213892,161.3620159,33.08384032,2.688492347,14.69374281,534.9988678,499.8593152,3.262604266,65.21577168,2.694059537,17.80802328,20.97296727,2.39E-05,100.4626318,0,0,1,0,53379,2845.147,2333.874076,0.820299997,0.175928995,6,0.5,0: Broadleaf,2,TRUE,1687543865,467.0924815,508.3009259,20.96875185,17.81014074,464.3496667,20.844,499.989,101.7749259,0.099541193,29.95209259,31.23605556,999.9,0,0,9996.971111,0,845.1284815,-41.20851852,477.0966667,517.517963,3.158619259,508.3009259,17.81014074,2.134095185,1.812626667,18.47597037,15.89608889,2000.018519,0.979999667,0.020000033,0,1.943837037,0,13710.13704,17338.39259,48.875,50.23366667,49.062,48.25,47.562,1960.018519,40,0,1687543873,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-40.03774,-18.42365854,1.820145573,0,3.15620675,0.039458949,0.003904664,1,1,2,1/2,3.11895,2.7563,0.104442,0.112063,0.106444,0.0951861,25900,25537.6,29501,29071.5,36503.4,34668.3,45245.2,43239.4,1.70718,1.64142,-0.00657886,0,31.3318,999.9,44.9,52.4,61.6797,65.6395,16.258,1,1.22387,9.28105,19.9826,5.22822,11.992,4.9687,3.2895,9999,9999,9999,999.9,4.97277,1.87852,1.87677,1.87952,1.87591,1.87927,1.87655,1.87778,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.796,0.1248,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.9,21.6,1.34888,2.65991,1.39893,2.27173,1.44897,2.55371,56.2382,13.344,18,511.249,383.565,22.1216,41.3175,29.9997,40.7886,40.7882,27.0696,65.2004,0,18.9772,553.964,17.8456,97.6795,99.4202,,
322,322,1687543878,15174.5,2023-06-23 14:11:18,14:11:18,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002694789,2.69478941,15.19359545,482.9415755,246.3716598,25.09903304,49.19951658,0.111359196,2.96212583,0.109084626,0.068378383,502.1305617,32.17764369,31.22754444,4.570240836,50.30372827,2.13640289,4.247007058,2.433837946,-118.840213,-204.8159993,-15.46393065,163.0104189,33.85560618,2.691426726,15.19359545,552.069213,516.2501091,3.275649101,65.21577168,2.69478941,17.80775922,20.97375333,-3.30E-06,100.4626318,0,0,1,0,53319,2854.166037,2341.272392,0.820299997,0.175928995,6,0.5,0: Broadleaf,2,TRUE,1687543870,482.9415926,525.1286667,20.97089259,17.80886667,480.1632222,20.8461,499.9930741,101.7751111,0.099564978,29.94499259,31.22754444,999.9,0,0,10009.21481,0,854.1478889,-42.18718519,493.2861852,534.6501481,3.162031852,525.1286667,17.80886667,2.134316667,1.8125,18.47762593,15.89499259,2000.018148,0.979999556,0.020000144,0,1.93672963,0,13734.47407,17338.38148,48.875,50.222,49.062,48.24533333,47.562,1960.018148,40,0,1687543878,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-41.44815122,-12.39421882,1.233142703,0,3.159565854,0.043871498,0.004395792,1,1,2,1/2,3.11908,2.75628,0.106953,0.114604,0.106449,0.0951868,25828.2,25464.8,29501.9,29071.9,36504.5,34668.6,45246.6,43239.5,1.70753,1.64118,-0.00738353,0,31.3277,999.9,44.9,52.4,61.6877,65.5595,16.262,1,1.2235,9.28105,19.9826,5.22867,11.992,4.96875,3.2895,9999,9999,9999,999.9,4.97276,1.87851,1.87679,1.8795,1.87592,1.87927,1.87655,1.87777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.832,0.1249,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,21.9,21.7,1.38428,2.65747,1.39893,2.27173,1.44897,2.55127,56.2382,13.3352,18,511.443,383.396,22.1169,41.3137,29.9997,40.7845,40.7846,27.7836,65.2004,0,18.9792,574,17.8321,97.6826,99.4209,,
323,323,1687543883,15179.5,2023-06-23 14:11:23,14:11:23,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002699342,2.699341519,15.72095504,498.9734638,255.0897516,25.98717881,50.83274628,0.111783202,2.961509818,0.109491004,0.068633907,504.6513435,32.19100072,31.20971852,4.565605497,50.31129146,2.136651341,4.246862441,2.428954156,-119.040961,-202.0219153,-15.25475547,168.3337118,34.5038942,2.69464123,15.72095504,569.2253466,532.7084727,3.286253785,65.21577168,2.699341519,17.80732325,20.9781503,3.26E-05,100.4626318,0,0,1,0,53259,2868.494519,2353.026039,0.820299995,0.17592899,6,0.5,0: Broadleaf,2,TRUE,1687543875,498.9734815,541.9893704,20.97333704,17.80775185,496.1595926,20.8484963,500.0261481,101.7750741,0.099574526,29.9444,31.20971852,999.9,0,0,10005.72407,0,868.4600741,-43.01594815,509.6626667,551.815963,3.165597037,541.9893704,17.80775185,2.134565185,1.812384815,18.47948148,15.89400741,2000.034444,0.979999556,0.020000152,0,1.88187037,0,13760.42222,17338.52222,48.875,50.201,49.062,48.24525926,47.562,1960.034444,40,0,1687543883,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-42.544695,-9.96252833,0.96141357,0,3.163545,0.041490507,0.004099274,1,1,2,1/2,3.11895,2.75652,0.109432,0.117111,0.106463,0.0951862,25756.6,25393.2,29502.1,29072.5,36504.4,34669.7,45247,43240.7,1.7074,1.64163,-0.0104532,0,31.3219,999.9,44.9,52.4,61.6867,65.6295,16.3221,1,1.22304,9.28105,19.9825,5.22792,11.992,4.9686,3.28953,9999,9999,9999,999.9,4.97275,1.87853,1.87679,1.8795,1.87592,1.87927,1.87656,1.87777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.866,0.1249,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,22,21.8,1.41602,2.66113,1.39893,2.27173,1.44897,2.54028,56.2382,13.3352,18,511.344,383.644,22.1109,41.3096,29.9998,40.7808,40.7805,28.4113,65.2004,0,18.9815,587.358,17.8187,97.6834,99.4234,,
324,324,1687543888,15184.5,2023-06-23 14:11:28,14:11:28,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002690579,2.690578593,16.15558512,515.1170559,264.2843777,26.923694,52.47701021,0.11170753,2.960805692,0.109417867,0.068587975,508.1423633,32.21154161,31.18567407,4.55935962,50.31775858,2.136612205,4.246238833,2.422747415,-118.6545159,-198.5437628,-14.99371112,175.9503734,35.0620105,2.695313698,16.15558512,586.3359484,549.2195273,3.299315182,65.21577168,2.690578593,17.80476229,20.96603576,-5.64E-05,100.4626318,0,0,1,0,53282,2888.337926,2369.30358,0.820299993,0.175928986,6,0.5,0: Broadleaf,2,TRUE,1687543881,515.1170741,558.855,20.9730963,17.80674074,512.2678519,20.84825926,500.0293704,101.7743333,0.09961863,29.94184444,31.18567407,999.9,0,0,10001.8037,0,888.2905185,-43.73805185,526.1519259,568.9868519,3.166365185,558.855,17.80674074,2.134523333,1.812267778,18.47916667,15.8930037,2000.047407,0.979999556,0.020000159,0,1.890418519,0,13786.7037,17338.62222,48.875,50.19166667,49.062,48.23825926,47.562,1960.047407,40,0,1687543888,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-43.332445,-8.763627017,0.845009132,0,3.16549975,0.014561538,0.00269876,1,1,2,1/2,3.11903,2.75627,0.111884,0.119562,0.106426,0.0951735,25685.4,25322.3,29501.9,29072.2,36505.7,34669.8,45246.5,43240,1.70812,1.64155,-0.00918657,0,31.3161,999.9,44.9,52.4,61.685,65.5195,16.2861,1,1.22265,9.28105,19.9823,5.22807,11.992,4.96875,3.2895,9999,9999,9999,999.9,4.97275,1.87851,1.87674,1.87949,1.8759,1.87927,1.87655,1.87777,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.901,0.1247,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,22.1,21.9,1.45142,2.65991,1.39893,2.27173,1.44897,2.53418,56.2382,13.3265,18,511.772,383.582,22.1025,41.3064,29.9996,40.7767,40.777,29.1213,65.2004,0,18.9831,607.395,17.8092,97.6825,99.422,,
325,325,1687543893,15189.5,2023-06-23 14:11:33,14:11:33,5,albert,arch_11_qumi_01,arch_11_qumi_1_202,0.002695166,2.695166338,16.36958319,530.3196601,276.5269729,28.17077311,54.02552477,0.112033494,2.959373053,0.109729507,0.068784,507.9039453,32.20497186,31.17447143,4.55645212,50.32823009,2.136439207,4.245011602,2.420012914,-118.8568355,-197.4629,-14.91810777,176.6661019,35.54366483,2.695209381,16.36958319,603.3508913,565.7804727,3.336050021,65.21577168,2.695166338,17.80325979,20.96925939,1.23E-05,100.4626318,0,0,1,0,53222,2886.982786,2368.191954,0.820299991,0.175928983,6,0.5,0: Broadleaf,2,TRUE,1687543885,530.3196786,574.6833214,20.97148929,17.80534643,527.4377857,20.84668214,500.0444286,101.7738929,0.099616339,29.93681429,31.17447143,999.9,0,0,9993.725714,0,886.9238571,-44.36374643,541.6793214,585.10125,3.166147143,574.6833214,17.80534643,2.134350357,1.812118571,18.47787857,15.89171786,2000.058929,0.979999607,0.020000107,0,1.832667857,0,13811.41429,17338.71786,48.875,50.187,49.062,48.23192857,47.55757143,1960.058929,40,0,1687543893,0,1687542577,13:49:37,1687542562,1687542577,5,0.01,0.007,2.634,0.001,420,14,0.07,0.01,-43.89254,-8.081745591,0.779171093,0,3.1658405,-0.00403137,0.002340741,1,1,2,1/2,3.11892,2.75609,0.114308,0.12199,0.106435,0.0951722,25615.9,25253.2,29502.6,29073,36506.5,34671.1,45247.8,43241.4,1.70755,1.64188,-0.00782311,0,31.3096,999.9,44.9,52.4,61.687,65.5895,16.3622,1,1.22227,9.28105,19.9825,5.22792,11.992,4.96845,3.28945,9999,9999,9999,999.9,4.97275,1.87856,1.8768,1.87953,1.87592,1.87928,1.87659,1.87781,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.935,0.1247,1.437095023,0.003459618,-1.60E-06,4.46E-10,-0.114689094,-0.00110443,0.000863449,-1.24E-05,0,2120,2,32,22.2,21.9,1.48315,2.65625,1.39893,2.27173,1.44897,2.50488,56.2382,13.3352,18,511.396,383.756,22.093,41.3022,29.9996,40.7737,40.773,29.7456,65.2004,0,18.9831,620.753,17.796,97.6851,99.4251,,
