,obs,time..2,elapsed,date,hhmmss..5,averaging,machine,id,id_updated_mk,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,?Vc,Edyn,Hr,Hs,dHs/dt,?Vh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,?CO2,CO2_s_d,CO2_r_d,?H2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,?CO2:MN,?CO2:SLP,?CO2:SD,?CO2:OK,?H2O:MN,?H2O:SLP,?H2O:SD,?H2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,,
383,383,1686164992,12790.1,2023-06-07 15:09:52,15:09:52,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164984,0.00296863,2.968629904,15.17499682,788.5259948,585.0245835,53.133809,71.61645985,0.137486452,4.120161887,0.134987649,0.084588005,679.7214384,30.14442549,28.02360968,3.800065894,49.72897212,1.864986883,3.750302497,1.935079011,-130.9165788,-50.19334853,-2.653112892,495.9583982,14.66057196,3.046500058,15.17499682,809.9850132,804.8942727,-0.003519421,65.19555672,2.968629904,19.6082198,20.56619455,0.000201109,101.7435273,3,1,1,0,47864,3863.612258,3169.321134,0.8203,0.175928999,1.65,0.5,0: Broadleaf,2,TRUE,1686164984,788.526,794.1564839,20.53425484,19.54959677,784.5629032,20.30983548,500.0218065,90.71597097,0.10723629,27.79764194,28.02360968,999.9,0,0,9999.354194,0,1863.61,-5.630566774,805.0571935,809.9915806,0.984670097,794.1564839,19.54959677,1.862786452,1.773460968,16.32385161,15.55475806,2000.002258,0.98000171,0.01999839,0,1.952954839,0,2900.117742,17338.26129,47.5,49.768,47.788,47.647,46.37093548,1960.002258,40,0,1686165058,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-5.57820122,-1.129644251,0.120342254,0,1.009512,-0.422079324,0.042962107,0,0,2,0/2,3.13143,2.73497,0.131798,0.133704,0.0946576,0.0924587,25447,25235.4,29875.2,29421.5,37402.6,35178.2,45771.3,43754.2,1.7564,1.64858,-0.0211746,0,28.3642,999.9,34.1,45.4,36.9861,64.8711,20.2644,1,0.772523,9.28105,19.9906,5.23346,11.986,4.97095,3.29025,9999,9999,9999,999.9,4.97264,1.8779,1.87607,1.87881,1.87541,1.87882,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.962,0.2252,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.2,43273.3,1.86523,2.6355,1.39893,2.33154,1.44897,2.44019,48.5779,13.773,18,482.15,385.914,19.7235,36.3464,30.0013,35.6438,35.67,37.3603,45.561,0,19.6758,800.883,19.6978,98.8562,100.609,,
384,384,1686164997,12795.1,2023-06-07 15:09:57,15:09:57,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164989,0.003017177,3.017177401,15.93533943,788.3742014,579.4362121,52.62593712,71.60224074,0.140056664,4.120207351,0.137464538,0.086144233,679.3504842,30.13003924,28.01624138,3.798434181,49.79759053,1.867165094,3.749508911,1.931269087,-133.0575234,-49.3623408,-2.609015824,494.3216042,15.7171369,2.895134297,15.93533943,810.380106,804.8747636,0.029942717,65.19555672,3.017177401,19.71443529,20.6147,0.010146364,101.7435273,3,1,1,0,47824,3861.503793,3167.591553,0.820299998,0.175928996,1.65,0.5,0: Broadleaf,2,TRUE,1686164989,788.3742069,794.313931,20.55836207,19.62263103,784.4114483,20.33346897,500.0117241,90.71576552,0.106892828,27.79401724,28.01624138,999.9,0,0,9999.525862,0,1861.488966,-5.939737931,804.9221379,810.2125172,0.935730862,794.313931,19.62263103,1.864968966,1.780082759,16.34221379,15.6128931,2000.014828,0.98000169,0.01999841,0,1.963344828,0,2896.557931,17338.35862,47.50427586,49.78848276,47.80558621,47.6527931,46.37927586,1960.014828,40,0,1686165063,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-5.76778775,-2.726583602,0.356545307,0,0.9615183,-0.582018101,0.057188309,0,0,2,0/2,3.13135,2.73458,0.131803,0.134029,0.094808,0.0925476,25445.9,25224.9,29874.2,29420.4,37395.2,35173.4,45769.9,43752.5,1.75598,1.64837,-0.0214949,0,28.3657,999.9,34.1,45.4,36.9894,65.0311,20.3245,1,0.77389,9.28105,19.9902,5.22867,11.986,4.96945,3.2895,9999,9999,9999,999.9,4.97264,1.87788,1.87605,1.87881,1.87534,1.87881,1.87605,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.963,0.226,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.3,43273.4,1.89209,2.61353,1.39893,2.33032,1.44897,2.52319,48.6088,13.7818,18,482.003,385.876,19.7144,36.364,30.0013,35.6608,35.684,37.8874,45.561,0,19.6603,814.245,19.6753,98.8531,100.605,,
385,385,1686165002,12800.1,2023-06-07 15:10:02,15:10:02,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686164994,0.003032017,3.032016938,17.88461771,788.799601,559.1054891,50.77905944,71.64033015,0.14107225,4.120785265,0.138443137,0.086759095,679.2502339,30.12315235,28.01130714,3.797341834,49.89177785,1.870330469,3.748774949,1.927011365,-133.711947,-49.01796755,-2.590343826,493.9299756,23.25294096,2.829208844,17.88461771,819.2084868,808.4895636,0.993911085,65.19555672,3.032016938,19.71801834,20.6478097,0.006789481,101.7435273,3,1,1,0,47887,3860.933929,3167.124096,0.820299999,0.175928997,1.65,0.5,0: Broadleaf,2,TRUE,1686164994,788.7996071,797.2093214,20.59337143,19.67898214,784.836,20.36779643,500.0125,90.71551786,0.106447643,27.79066429,28.01130714,999.9,0,0,10001.4475,0,1860.923929,-8.409719286,805.3853214,813.2126429,0.914384571,797.2093214,19.67898214,1.868138929,1.785188929,16.36887143,15.65765714,2000.01,0.980001679,0.019998421,0,1.989892857,0,2893.371786,17338.32143,47.51992857,49.80978571,47.812,47.65821429,46.38385714,1960.01,40,0,1686165067,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-7.611531951,-26.12547512,3.2957155,0,0.931365439,-0.301276829,0.039613678,0,0,2,0/2,3.13153,2.73435,0.132264,0.135524,0.0949082,0.092552,25431.2,25181.2,29872.9,29420.4,37389.7,35173.6,45768.1,43752.7,1.75595,1.6481,-0.0227243,0,28.3666,999.9,34.1,45.4,36.985,65.1011,20.2564,1,0.775142,9.28105,19.9904,5.22927,11.986,4.9695,3.28948,9999,9999,9999,999.9,4.97266,1.87789,1.87607,1.87881,1.87536,1.87881,1.87606,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.97,0.2266,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.4,43273.5,1.92017,2.61719,1.39893,2.33032,1.44897,2.56958,48.5779,13.7906,18,482.061,385.792,19.7088,36.3802,30.0013,35.6733,35.6974,38.4628,45.561,0,19.6495,834.309,19.6753,98.8489,100.606,,
386,386,1686165007,12805.1,2023-06-07 15:10:07,15:10:07,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165000,0.00296642,2.966419519,19.69202014,791.7093636,537.0612086,48.77674325,71.904289,0.138281399,4.121290268,0.135754581,0.085069792,679.5837427,30.13232201,28.00676667,3.796336901,49.9947232,1.873712943,3.747821416,1.922623958,-130.8191008,-48.98318165,-2.588073596,497.1933867,39.39772907,2.828240668,19.69202014,835.0291664,818.1974303,2.157949111,65.19555672,2.966419519,19.71908784,20.66587697,0.001617802,101.7435273,3,1,1,0,47892,3862.82963,3168.679139,0.820299999,0.175928997,1.65,0.5,0: Broadleaf,2,TRUE,1686165000,791.7093704,805.4500741,20.6307037,19.7166037,787.7401481,20.4044037,499.9805185,90.71543704,0.106135,27.78630741,28.00676667,999.9,0,0,10003.11185,0,1862.81963,-13.74070778,808.3871111,821.6501852,0.914094222,805.4500741,19.7166037,1.871523704,1.788599259,16.39730741,15.68751481,2000.01,0.980001889,0.019998211,0,1.9543,0,2890.212593,17338.32593,47.54133333,49.812,47.819,47.66633333,46.40485185,1960.01,40,0,1686165073,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-10.50348683,-54.12070181,5.871553608,0,0.921455317,-0.042077812,0.028572644,1,1,2,1/2,3.13153,2.7349,0.133374,0.137325,0.0949576,0.092545,25397.6,25127.8,29871.8,29419.5,37386.7,35172.9,45766.7,43751.4,1.7558,1.64807,-0.0221282,0,28.3674,999.9,34.1,45.4,36.9833,64.8711,20.3486,1,0.776446,9.28105,19.9905,5.22987,11.986,4.96955,3.2895,9999,9999,9999,999.9,4.97264,1.8779,1.87607,1.87882,1.87537,1.87881,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.99,0.227,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.5,43273.6,1.95435,2.62329,1.39893,2.33032,1.44897,2.54517,48.6088,13.773,18,482.071,385.866,19.705,36.3979,30.0013,35.6897,35.7134,39.126,45.561,0,19.6477,847.669,19.6753,98.8457,100.603,,
387,387,1686165012,12810.1,2023-06-07 15:10:12,15:10:12,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165004,0.002983904,2.983904217,19.38381109,798.2984933,548.6688756,49.83129744,72.50320082,0.139323811,4.120386346,0.136758582,0.085700656,681.4781809,30.1360873,28.00376429,3.795672518,50.05802614,1.875917957,3.747486869,1.919754561,-131.590176,-48.64510743,-2.570716893,498.6721806,57.63267974,2.898690399,19.38381109,851.9431759,831.9129818,2.856528418,65.19555672,2.983904217,19.71680719,20.67751152,0.000491664,101.7435273,3,1,1,0,47891,3873.598571,3177.512834,0.820299981,0.175928963,1.65,0.5,0: Broadleaf,2,TRUE,1686165004,798.2985,818.081,20.65484643,19.71803214,794.3166429,20.42808571,499.99775,90.71588929,0.106279893,27.78477857,28.00376429,999.9,0,0,10000.09893,0,1873.6325,-19.78251214,815.1351786,834.5363214,0.936818571,818.081,19.71803214,1.873722857,1.7887375,16.41576071,15.688725,1999.966071,0.980001893,0.019998207,0,1.92685,0,2887.359643,17337.95714,47.55535714,49.8255,47.839,47.67817857,46.41928571,1959.969286,39.99678571,0,1686165078,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-16.25531415,-77.46520767,7.737075952,0,0.922894732,0.278561415,0.02803187,0,0,2,0/2,3.13118,2.73481,0.134876,0.139144,0.0949926,0.092531,25352.3,25073.7,29870.5,29418.3,37383.6,35172.2,45764.5,43749.6,1.7549,1.64802,-0.022389,0,28.3681,999.9,34.1,45.4,36.9852,64.8511,20.3446,1,0.777713,9.28105,19.9907,5.22927,11.986,4.9695,3.28955,9999,9999,9999,999.9,4.97266,1.87789,1.87606,1.87881,1.87536,1.87881,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.015,0.2272,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.6,43273.7,1.98364,2.63428,1.39893,2.33032,1.44897,2.47559,48.6088,13.7468,18,481.628,385.91,19.7125,36.4142,30.0013,35.703,35.7262,39.7135,45.561,0,19.6457,867.704,19.6753,98.8411,100.599,,
388,388,1686165017,12815.1,2023-06-07 15:10:17,15:10:17,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165010,0.003002171,3.002170872,19.80464636,809.9344376,556.6620466,50.55759855,73.560503,0.140304037,4.121934817,0.137703907,0.08629454,683.3635343,30.14304073,28.00388519,3.795699269,50.08975642,1.87745569,3.74818291,1.918243579,-132.3957355,-47.98343709,-2.534839139,500.4495227,73.80055883,2.954049403,19.80464636,868.9450033,847.3507818,3.157505575,65.19555672,3.002170872,19.71502546,20.68386606,0.000185078,101.7435273,3,1,1,0,47730,3884.316296,3186.304478,0.820299954,0.175928911,1.65,0.5,0: Broadleaf,2,TRUE,1686165010,809.9344444,835.0777037,20.67163704,19.71697037,805.9303704,20.44455556,500.0095185,90.71648519,0.106301926,27.78795926,28.00388519,999.9,0,0,10005.10926,0,1884.340741,-25.14337037,827.0306296,851.8741111,0.954672593,835.0777037,19.71697037,1.875258519,1.788652963,16.42863333,15.68798889,1999.975556,0.980002556,0.019997544,0,1.8755,0,2883.988889,17338.04444,47.57833333,49.847,47.861,47.71033333,46.437,1959.982222,39.99333333,0,1686165082,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-20.52629098,-67.38666251,6.873261716,0,0.939657634,0.224737923,0.022632503,0,0,2,0/2,3.13125,2.73459,0.136543,0.140953,0.0950078,0.0925241,25302.3,25020.1,29869.2,29417.5,37381.7,35171.8,45762.9,43748.5,1.7554,1.6477,-0.0216812,0,28.3692,999.9,34.1,45.4,36.9834,65.0711,20.5769,1,0.779172,9.28105,19.991,5.22987,11.986,4.9698,3.28965,9999,9999,9999,999.9,4.97266,1.87789,1.87606,1.87882,1.87537,1.87881,1.87605,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.044,0.2273,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.7,43273.8,2.0166,2.63306,1.39893,2.33032,1.44897,2.41211,48.6088,13.738,18,482.018,385.815,19.7278,36.4352,30.0014,35.7202,35.743,40.3779,45.561,0,19.6412,881.062,19.6724,98.8373,100.596,,
389,389,1686165022,12820.1,2023-06-07 15:10:22,15:10:22,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165014,0.003003119,3.003118943,20.75659629,823.2213143,558.5822938,50.73232826,74.76773684,0.140270283,4.121491213,0.137671117,0.086273961,683.5110342,30.14994174,28.01172143,3.797433539,50.0898518,1.878140756,3.749543447,1.919292783,-132.4375454,-48.33834528,-2.554041764,500.1811018,81.11453468,2.984291515,20.75659629,886.0656463,863.6186242,3.27025059,65.19555672,3.003118943,19.71169578,20.68246788,-3.75E-05,101.7435273,3,1,1,0,47936,3885.155714,3186.99296,0.82029993,0.175928865,1.65,0.5,0: Broadleaf,2,TRUE,1686165014,823.2213214,850.7987857,20.67904643,19.71463214,819.1921429,20.451825,500.0191071,90.71707143,0.106302,27.794175,28.01172143,999.9,0,0,10003.59036,0,1885.170714,-27.57756071,840.6043214,867.9093214,0.964422143,850.7987857,19.71463214,1.8759425,1.788451786,16.43436786,15.68622857,1999.985,0.980003179,0.019996925,0,1.935889286,0,2881.1625,17338.12857,47.598,49.87264286,47.89271429,47.73860714,46.446,1959.994643,39.99035714,0,1686165088,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-25.7641878,-33.38083484,3.506569764,0,0.957642293,0.132447178,0.013538187,0,0,2,0/2,3.13138,2.73449,0.138272,0.142757,0.0949986,0.0925065,25251.2,24966.5,29868.9,29416.4,37381.9,35171.1,45762.4,43746.7,1.75555,1.6472,-0.0205413,0,28.3737,999.9,34.1,45.4,36.9822,65.0211,20.5008,1,0.780498,9.28105,19.9909,5.22987,11.986,4.96955,3.28965,9999,9999,9999,999.9,4.97266,1.8779,1.87607,1.87882,1.87541,1.87881,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.075,0.2273,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.7,43273.8,2.04468,2.61841,1.39893,2.33032,1.44897,2.49512,48.6088,13.7468,18,482.197,385.612,19.7449,36.4515,30.0014,35.7361,35.7588,40.9571,45.561,0,19.6262,901.1,19.6749,98.8363,100.592,,
390,390,1686165027,12825.1,2023-06-07 15:10:27,15:10:27,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165020,0.003001213,3.001212964,20.80560412,839.5105854,573.2023315,52.06028851,76.24735784,0.139959686,4.122960362,0.137372807,0.086086443,683.7660595,30.1577544,28.02623704,3.800647872,50.07691753,1.878441899,3.751113272,1.922205972,-132.3534917,-49.98845958,-2.640572755,498.7835355,85.17253451,3.001618602,20.80560412,902.9807282,880.2614,3.324303465,65.19555672,3.001212964,19.71006665,20.68022545,-3.40E-05,101.7435273,3,1,1,0,47888,3886.605556,3188.182242,0.820299924,0.175928854,1.65,0.5,0: Broadleaf,2,TRUE,1686165020,839.5105926,868.4487778,20.68231481,19.71227778,835.4509259,20.45502222,500.0054444,90.71735185,0.10622937,27.80134444,28.02623704,999.9,0,0,10008.37593,0,1886.59963,-28.93818148,857.2403333,885.9121111,0.970033296,868.4487778,19.71227778,1.876244074,1.788244444,16.4369,15.68440741,2000.005926,0.980003889,0.019996215,0,1.978907407,0,2878.18,17338.3037,47.63411111,49.90255556,47.91403704,47.77985185,46.46733333,1960.015926,39.99,0,1686165093,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-27.67730976,-18.51999721,1.952550373,0,0.96460339,0.079737282,0.008727175,1,1,2,1/2,3.13126,2.73511,0.140017,0.14451,0.0949875,0.0925017,25198.4,24914.6,29867.2,29415.6,37380.5,35170.7,45760,43745.8,1.7552,1.64743,-0.0206009,0,28.3788,999.9,34.1,45.4,36.9823,65.0011,20.3325,1,0.782365,9.28105,19.9911,5.23062,11.986,4.9699,3.28968,9999,9999,9999,999.9,4.97268,1.8779,1.87607,1.87883,1.87544,1.87884,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.104,0.2273,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.8,43273.9,2.07886,2.6123,1.39893,2.33032,1.44897,2.55493,48.6088,13.7468,18,482.096,385.84,19.7641,36.4692,30.0017,35.7533,35.7759,41.6324,45.561,0,19.5892,914.748,19.6749,98.8309,100.589,,
391,391,1686165032,12830.1,2023-06-07 15:10:32,15:10:32,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165024,0.002990151,2.990151226,21.11568065,854.6855284,583.1212508,52.96140088,77.62595315,0.139275406,4.120745405,0.136712161,0.085671469,683.9830593,30.16985297,28.03534286,3.802665474,50.05010254,1.878301174,3.75284181,1.9243643,-131.8656691,-50.23142614,-2.655058325,499.2309058,87.09063095,3.003227711,21.11568065,920.3230523,897.136497,3.400948245,65.19555672,2.990151226,19.70741037,20.67444909,-8.98E-05,101.7435273,3,1,1,0,47840,3887.838929,3189.193985,0.820299926,0.175928857,1.65,0.5,0: Broadleaf,2,TRUE,1686165024,854.6855357,884.2733214,20.68067143,19.710075,850.5978214,20.45341786,499.986,90.71761429,0.106379536,27.80923571,28.03534286,999.9,0,0,10001.08571,0,1887.845357,-29.587725,872.73425,902.0527857,0.970597321,884.2733214,19.710075,1.876100714,1.78805,16.43570357,15.68270357,1999.993571,0.980004143,0.019995961,0,1.978871429,0,2875.713571,17338.19643,47.65821429,49.9215,47.93932143,47.80546429,46.48871429,1960.003571,39.99,0,1686165098,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-29.11545,-8.677873171,0.872771918,0,0.969642025,0.01212224,0.002572134,1,1,2,1/2,3.13136,2.73491,0.141773,0.146299,0.0949627,0.0924927,25145.1,24861.1,29865.2,29414.2,37379.3,35169.4,45757.1,43743.5,1.75508,1.6469,-0.0204295,0,28.3847,999.9,34.1,45.4,36.9847,64.9211,20.2644,1,0.784019,9.28105,19.9912,5.23062,11.986,4.96995,3.28965,9999,9999,9999,999.9,4.97271,1.87789,1.87607,1.87883,1.87545,1.87884,1.87607,1.8773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.135,0.2271,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43273.9,43274,2.10815,2.62207,1.39893,2.33032,1.44897,2.58301,48.6088,13.7555,18,482.117,385.625,19.7865,36.4893,30.0017,35.7696,35.7921,42.2103,45.561,0,19.549,934.819,19.6749,98.8245,100.584,,
392,392,1686165037,12835.1,2023-06-07 15:10:37,15:10:37,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165030,0.002978535,2.978534623,21.5795245,872.0212148,593.1729148,53.87441272,79.2005664,0.13851834,4.121459358,0.135983043,0.085213323,684.7042966,30.18329558,28.04611111,3.805052632,50.01452975,1.877905235,3.754719368,1.927147397,-131.3533769,-50.72901939,-2.681153298,499.9407471,88.49868284,2.997303273,21.5795245,937.6659385,914.2033091,3.426495567,65.19555672,2.978534623,19.7050551,20.66826727,-8.13E-05,101.7435273,3,1,1,0,47825,3891.938519,3192.556879,0.820299926,0.175928857,1.65,0.5,0: Broadleaf,2,TRUE,1686165030,872.0212222,902.0886667,20.67628148,19.70761111,867.9016667,20.44911481,499.9941111,90.71765926,0.106468704,27.8178037,28.04611111,999.9,0,0,10003.42111,0,1891.945926,-30.06750741,890.4318889,920.2241481,0.968671222,902.0886667,19.70761111,1.875703333,1.787827778,16.43237407,15.68076667,1999.992593,0.980004556,0.019995544,0,1.965440741,0,2873.274444,17338.18519,47.69644444,49.951,47.965,47.84,46.52296296,1960.002593,39.99,0,1686165103,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-29.7670975,-5.71711182,0.560628601,0,0.9696021,-0.021151452,0.002401925,1,1,2,1/2,3.13149,2.73486,0.143529,0.14806,0.0949395,0.0924733,25092.3,24808.7,29863.9,29413.1,37378.9,35168.9,45755.2,43741.7,1.75505,1.64635,-0.0206754,0,28.3921,999.9,34.1,45.4,36.9848,64.9611,20.3726,1,0.785958,9.28105,19.9912,5.22912,11.986,4.96975,3.2895,9999,9999,9999,999.9,4.97268,1.8779,1.87608,1.87886,1.87545,1.87885,1.87607,1.8773,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.165,0.227,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43274,43274.1,2.14111,2.62329,1.39893,2.33032,1.44897,2.55493,48.6088,13.738,18,482.203,385.402,19.8088,36.5101,30.0018,35.7865,35.8096,42.8638,45.561,0,19.5016,948.177,19.6749,98.8203,100.58,,
393,393,1686165042,12840.1,2023-06-07 15:10:42,15:10:42,5,albert,lubb_27_npk_bogr2_02_redo,lubb_27_bogr2_2_42_good,1686165034,0.002946914,2.946914172,21.93063381,887.6984567,601.3340404,54.61545656,80.62416767,0.136919383,4.120408432,0.134441095,0.084244613,681.9304046,30.18736983,28.04996429,3.805907139,49.97255517,1.877360213,3.756782512,1.928546926,-129.958915,-49.48156458,-2.616062201,499.8738628,89.40259535,2.986104421,21.93063381,954.953537,931.3794303,3.425346095,65.19555672,2.946914172,19.7031439,20.65631455,-0.000107586,101.7435273,3,1,1,0,47841,3876.171429,3179.623133,0.820299925,0.175928856,1.65,0.5,0: Broadleaf,2,TRUE,1686165034,887.6984643,918.0755357,20.67035,19.70532143,883.5504643,20.44331071,500.0088214,90.717275,0.106548179,27.82721429,28.04996429,999.9,0,0,10000.01857,0,1876.173571,-30.37718214,906.4345714,936.5302857,0.965034071,918.0755357,19.70532143,1.875157857,1.787612143,16.42780357,15.67889286,1999.997857,0.980004893,0.019995207,0,1.960707143,0,2871.108571,17338.23571,47.723,49.97075,47.98425,47.86146429,46.54207143,1960.007857,39.99,0,1686165108,0,0,--:--:--,1683568598,1683568592,0,0.11,-0.011,3.357,0.3,420,24,0.39,0.14,-30.16564634,-3.934883624,0.409442157,0,0.966746756,-0.04436078,0.004709915,1,1,2,1/2,3.13136,2.7346,0.14528,0.149785,0.0948972,0.0924683,25039.5,24757,29862.3,29411.6,37378.9,35167.6,45752.9,43739.6,1.75493,1.64625,-0.0207126,0,28.3999,999.9,34.1,45.4,36.9834,65.0011,20.4287,1,0.787876,9.28105,19.9915,5.22957,11.986,4.96985,3.2895,9999,9999,9999,999.9,4.97267,1.8779,1.87607,1.87883,1.87541,1.87883,1.87607,1.87729,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.194,0.2268,1.794305071,0.003859136,-1.74E-06,4.33E-10,-0.031257649,0.00326799,0.000573584,-5.64E-06,4,2134,1,28,43274.1,43274.2,2.16919,2.63306,1.39893,2.33032,1.44897,2.4707,48.6397,13.7293,18,482.231,385.452,19.8312,36.5297,30.0019,35.8039,35.8288,43.43,45.561,0,19.4474,968.211,19.6749,98.8152,100.575,,
